0.010000	101.072917
0.020000	101.760425
0.030000	100.966835
0.040000	100.809160
0.050000	100.024039
0.060000	100.373800
0.070000	100.451429
0.080000	99.950951
0.090000	99.526223
0.100000	99.159636
0.110000	99.508375
0.120000	99.500692
0.130000	99.957434
0.140000	100.301130
0.150000	100.288122
0.160000	99.427044
0.170000	99.296745
0.180000	99.209524
0.190000	99.001282
0.200000	99.134470
0.210000	99.259592
0.220000	100.019901
0.230000	99.716034
0.240000	99.696564
0.250000	99.114374
0.260000	98.599388
0.270000	98.203397
0.280000	99.100157
0.290000	99.683268
0.300000	99.521663
0.310000	98.493995
0.320000	98.228244
0.330000	100.014957
0.340000	99.695749
0.350000	99.459594
0.360000	99.031580
0.370000	98.837218
0.380000	98.889173
0.390000	98.446244
0.400000	98.641022
0.410000	98.852265
0.420000	99.349729
0.430000	99.120592
0.440000	99.288582
0.450000	98.730204
0.460000	98.562200
0.470000	98.754269
0.480000	99.335837
0.490000	99.942778
0.500000	100.234892
0.510000	100.466219
0.520000	100.331660
0.530000	100.583310
0.540000	102.642929
0.550000	103.939271
0.560000	103.856136
0.570000	103.777761
0.580000	104.029091
0.590000	103.920439
0.600000	105.141570
0.610000	104.511752
0.620000	104.087593
0.630000	103.955250
0.640000	104.126695
0.650000	102.790780
0.660000	102.831526
0.670000	103.225986
0.680000	103.555342
0.690000	103.412457
0.700000	102.113232
0.710000	101.852797
0.720000	104.128235
0.730000	104.093564
0.740000	103.655344
0.750000	103.645714
0.760000	103.733969
0.770000	101.816227
0.780000	102.950036
0.790000	102.948818
0.800000	103.501896
0.810000	103.548390
0.820000	103.299269
0.830000	102.612236
0.840000	103.067311
0.850000	104.147944
0.860000	104.721748
0.870000	102.647899
0.880000	101.076915
0.890000	101.757065
0.900000	101.980314
0.910000	103.122056
0.920000	104.912221
0.930000	106.303041
0.940000	108.567671
0.950000	111.135126
0.960000	114.166171
0.970000	116.384090
0.980000	119.089852
0.990000	121.268877
1.000000	124.672393
1.010000	128.958458
1.020000	130.451068
1.030000	133.256508
1.040000	135.031814
1.050000	138.552012
1.060000	140.556168
1.070000	141.803099
1.080000	144.359784
1.090000	143.200456
1.100000	144.698572
1.110000	146.484039
1.120000	147.098624
1.130000	147.133843
1.140000	147.404305
1.150000	146.604042
1.160000	146.589197
1.170000	146.240871
1.180000	146.509087
1.190000	145.989722
1.200000	145.960680
1.210000	146.180702
1.220000	146.270446
1.230000	147.195609
1.240000	147.080322
1.250000	146.167413
1.260000	142.040897
1.270000	138.101341
1.280000	136.025952
1.290000	133.679027
1.300000	0.000000
1.310000	0.000000
1.320000	0.000000
1.330000	0.000000
1.340000	0.000000
1.350000	0.000000
1.360000	0.000000
1.370000	0.000000
1.380000	0.000000
1.390000	143.818020
1.400000	136.170184
1.410000	136.060236
1.420000	135.447775
1.430000	136.039542
1.440000	135.097004
1.450000	134.591945
1.460000	133.395727
1.470000	134.134345
1.480000	134.445541
1.490000	135.074714
1.500000	135.141144
1.510000	135.049995
1.520000	134.978996
1.530000	134.832844
1.540000	134.937282
1.550000	135.185061
1.560000	135.250573
1.570000	134.671882
1.580000	134.848206
1.590000	135.229520
1.600000	135.913600
1.610000	136.245199
1.620000	136.030936
1.630000	136.272757
1.640000	136.509488
1.650000	136.509190
1.660000	136.127764
1.670000	135.625659
1.680000	135.498029
1.690000	135.334492
1.700000	135.350620
1.710000	135.310026
1.720000	135.058884
1.730000	134.731806
1.740000	134.510071
1.750000	134.725454
1.760000	134.445102
1.770000	134.581534
1.780000	134.388674
1.790000	134.264794
1.800000	134.412219
1.810000	134.519252
1.820000	134.152067
1.830000	133.693456
1.840000	132.993753
1.850000	133.813738
1.860000	131.296234
1.870000	131.089811
1.880000	131.157380
1.890000	132.019310
1.900000	132.735111
1.910000	132.487119
1.920000	132.486901
1.930000	133.298186
1.940000	133.222710
1.950000	133.918644
1.960000	134.526141
1.970000	134.507358
1.980000	134.166310
1.990000	134.390087
2.000000	135.523761
2.010000	135.564132
2.020000	135.113712
2.030000	134.747356
2.040000	134.271780
2.050000	134.087838
2.060000	134.541475
2.070000	135.286862
2.080000	131.325182
2.090000	131.252817
2.100000	131.280031
2.110000	135.074385
2.120000	135.056847
